Provider,total_claims,avg_reimbursement,max_reimbursement,total_reimbursement,avg_deductible,avg_length_of_stay,avg_patient_chronics,avg_months_partA,avg_months_partB,percent_renal_disease,gender_ratio,ChronicCond_Alzheimer_ratio,ChronicCond_Heartfailure_ratio,ChronicCond_KidneyDisease_ratio,ChronicCond_Cancer_ratio,ChronicCond_ObstrPulmonary_ratio,ChronicCond_Depression_ratio,ChronicCond_Diabetes_ratio,ChronicCond_IschemicHeart_ratio,ChronicCond_Osteoporasis_ratio,ChronicCond_rheumatoidarthritis_ratio,ChronicCond_stroke_ratio,PotentialFraud
PRV51653,24,355.4166666666667,3300,8530,4.583333333333333,,4.208333333333333,12.0,12.0,0.25,0.4166666666666667,0.3333333333333333,0.5416666666666666,0.3333333333333333,0.08333333333333333,0.375,0.4166666666666667,0.625,0.7083333333333334,0.25,0.4166666666666667,0.125,No
PRV51654,2,110.0,200,220,5.0,,6.5,12.0,12.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,No
PRV51655,3,23.333333333333332,40,70,13.333333333333334,,3.3333333333333335,12.0,12.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,No
PRV51656,23,211.30434782608697,2000,4860,0.0,,4.521739130434782,12.0,12.0,0.08695652173913043,0.6086956521739131,0.43478260869565216,0.6086956521739131,0.34782608695652173,0.17391304347826086,0.21739130434782608,0.6086956521739131,0.782608695652174,0.6521739130434783,0.21739130434782608,0.4782608695652174,0.0,No
PRV51657,4,940.0,3300,3760,50.0,,6.5,12.0,12.0,0.25,0.5,0.75,0.75,1.0,0.75,0.5,0.5,0.5,0.75,0.5,0.25,0.25,No
PRV51658,5,354.0,1500,1770,0.0,,3.6,12.0,9.6,0.0,0.2,0.4,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.4,0.2,0.0,No
PRV51660,3,60.0,100,180,10.0,,5.0,12.0,12.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,No
PRV51661,134,355.0,3300,47570,4.253731343283582,,4.574626865671642,12.0,12.0,0.20149253731343283,0.3880597014925373,0.34328358208955223,0.5671641791044776,0.39552238805970147,0.17164179104477612,0.3208955223880597,0.5597014925373134,0.753731343283582,0.7611940298507462,0.3283582089552239,0.3358208955223881,0.03731343283582089,No
PRV51664,10,79.0,300,790,5.0,,4.6,12.0,12.0,0.0,0.4,0.3,0.6,0.2,0.3,0.3,0.7,0.8,0.7,0.4,0.3,0.0,No
PRV51665,15,254.0,2100,3810,2.6666666666666665,,3.8,12.0,12.0,0.2,0.3333333333333333,0.26666666666666666,0.4,0.4,0.0,0.2,0.26666666666666666,0.8,0.8666666666666667,0.3333333333333333,0.2,0.06666666666666667,No
PRV51666,1,50.0,50,50,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
PRV51668,38,237.3684210526316,2500,9020,2.8947368421052633,,4.973684210526316,11.68421052631579,12.0,0.15789473684210525,0.3157894736842105,0.3684210526315789,0.6052631578947368,0.4473684210526316,0.18421052631578946,0.3157894736842105,0.5263157894736842,0.7894736842105263,0.868421052631579,0.42105263157894735,0.39473684210526316,0.05263157894736842,No
PRV51669,76,277.10526315789474,3300,21060,4.2105263157894735,,4.407894736842105,12.0,11.842105263157896,0.2236842105263158,0.42105263157894735,0.4342105263157895,0.5526315789473685,0.40789473684210525,0.11842105263157894,0.3157894736842105,0.47368421052631576,0.6447368421052632,0.7763157894736842,0.3815789473684211,0.25,0.05263157894736842,No
PRV51670,436,281.76605504587155,6000,122850,5.31651376146789,8.0,4.068807339449541,11.724770642201834,11.889908256880734,0.16972477064220184,0.37844036697247707,0.37155963302752293,0.5458715596330275,0.36926605504587157,0.12614678899082568,0.25,0.42201834862385323,0.6192660550458715,0.6788990825688074,0.33256880733944955,0.2591743119266055,0.09403669724770643,No
PRV51671,39,217.69230769230768,1400,8490,2.5641025641025643,,4.333333333333333,11.846153846153847,12.0,0.20512820512820512,0.23076923076923078,0.3076923076923077,0.6410256410256411,0.41025641025641024,0.07692307692307693,0.38461538461538464,0.46153846153846156,0.6666666666666666,0.7948717948717948,0.28205128205128205,0.2564102564102564,0.05128205128205128,No
PRV51672,6,378.3333333333333,1800,2270,0.0,,2.6666666666666665,12.0,12.0,0.16666666666666666,0.6666666666666666,0.5,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0,No
PRV51673,183,279.672131147541,3300,51180,3.7158469945355193,,3.907103825136612,12.0,12.0,0.23497267759562843,0.4972677595628415,0.2896174863387978,0.4918032786885246,0.2896174863387978,0.19672131147540983,0.2185792349726776,0.4262295081967213,0.6338797814207651,0.6065573770491803,0.47540983606557374,0.1912568306010929,0.08743169398907104,No
PRV51674,4,350.0,800,1400,0.0,,4.5,12.0,12.0,0.25,0.25,0.25,0.25,0.25,0.0,0.5,0.5,1.0,1.0,0.75,0.0,0.0,No
PRV51675,28,274.64285714285717,1700,7690,3.5714285714285716,,4.5,12.0,12.0,0.07142857142857142,0.2857142857142857,0.39285714285714285,0.6785714285714286,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.35714285714285715,0.5714285714285714,0.7857142857142857,0.42857142857142855,0.32142857142857145,0.17857142857142858,No
PRV51676,138,666.0869565217391,35000,91920,26.985507246376812,7.0,4.478260869565218,11.91304347826087,11.91304347826087,0.21739130434782608,0.41304347826086957,0.39855072463768115,0.5579710144927537,0.39855072463768115,0.13768115942028986,0.2608695652173913,0.5144927536231884,0.7463768115942029,0.7101449275362319,0.3333333333333333,0.36231884057971014,0.057971014492753624,No
PRV51678,66,386.969696969697,3300,25540,4.696969696969697,,4.46969696969697,12.0,11.893939393939394,0.19696969696969696,0.3787878787878788,0.30303030303030304,0.5757575757575758,0.48484848484848486,0.21212121212121213,0.36363636363636365,0.4090909090909091,0.6818181818181818,0.7727272727272727,0.3181818181818182,0.30303030303030304,0.045454545454545456,No
PRV51679,38,1037.3684210526317,25000,39420,58.05263157894737,10.0,4.2631578947368425,12.0,12.0,0.21052631578947367,0.2631578947368421,0.5789473684210527,0.6842105263157895,0.34210526315789475,0.18421052631578946,0.18421052631578946,0.6842105263157895,0.6052631578947368,0.631578947368421,0.13157894736842105,0.21052631578947367,0.02631578947368421,No
PRV51681,26,2658.846153846154,51000,69130,41.07692307692308,12.0,4.8076923076923075,12.0,12.0,0.23076923076923078,0.5384615384615384,0.3076923076923077,0.6153846153846154,0.5,0.19230769230769232,0.2692307692307692,0.38461538461538464,0.8076923076923077,0.8076923076923077,0.34615384615384615,0.34615384615384615,0.23076923076923078,No
PRV51682,16,569.375,6200,9110,0.0,,6.0,12.0,12.0,0.3125,0.375,0.5625,0.6875,0.5625,0.1875,0.375,0.75,0.875,0.8125,0.625,0.4375,0.125,No
PRV51685,55,215.0909090909091,2500,11830,1.4545454545454546,,4.090909090909091,12.0,12.0,0.07272727272727272,0.4727272727272727,0.3090909090909091,0.5636363636363636,0.32727272727272727,0.07272727272727272,0.2909090909090909,0.38181818181818183,0.6909090909090909,0.7272727272727273,0.32727272727272727,0.2545454545454545,0.14545454545454545,No
PRV51687,10,253.0,1500,2530,10.0,,4.8,12.0,12.0,0.2,0.2,0.5,0.9,0.4,0.0,0.2,0.3,0.7,0.7,0.7,0.4,0.0,No
PRV51688,9,2517.777777777778,18000,22660,237.33333333333334,3.0,5.222222222222222,10.666666666666666,10.666666666666666,0.1111111111111111,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.0,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.4444444444444444,0.2222222222222222,No
PRV51689,1,1700.0,1700,1700,0.0,,3.0,12.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,No
PRV51690,255,491.29411764705884,11000,125280,30.650980392156864,8.857142857142858,4.447058823529412,11.952941176470588,12.0,0.1843137254901961,0.49019607843137253,0.40784313725490196,0.5725490196078431,0.33725490196078434,0.15294117647058825,0.32941176470588235,0.43529411764705883,0.6784313725490196,0.7725490196078432,0.3254901960784314,0.36470588235294116,0.07058823529411765,No
PRV51691,88,304.4318181818182,3300,26790,2.0454545454545454,,4.318181818181818,12.0,11.590909090909092,0.056818181818181816,0.3977272727272727,0.4772727272727273,0.4659090909090909,0.3522727272727273,0.17045454545454544,0.17045454545454544,0.5227272727272727,0.625,0.75,0.4090909090909091,0.2727272727272727,0.10227272727272728,No
PRV51692,11,88.18181818181819,200,970,0.0,,4.545454545454546,12.0,12.0,0.09090909090909091,0.7272727272727273,0.45454545454545453,0.45454545454545453,0.36363636363636365,0.0,0.2727272727272727,0.45454545454545453,0.6363636363636364,0.8181818181818182,0.6363636363636364,0.45454545454545453,0.0,No
PRV51693,113,186.72566371681415,3300,21100,3.3628318584070795,,3.5929203539823007,12.0,12.0,0.04424778761061947,0.4424778761061947,0.336283185840708,0.5663716814159292,0.168141592920354,0.07964601769911504,0.21238938053097345,0.39823008849557523,0.6017699115044248,0.6902654867256637,0.23893805309734514,0.19469026548672566,0.10619469026548672,No
PRV51694,26,228.46153846153845,1100,5940,2.6923076923076925,,3.923076923076923,12.0,12.0,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.5769230769230769,0.3076923076923077,0.2692307692307692,0.15384615384615385,0.5384615384615384,0.5769230769230769,0.6153846153846154,0.23076923076923078,0.23076923076923078,0.038461538461538464,No
PRV51695,429,263.8228438228438,3300,113180,2.9603729603729603,,4.375291375291376,12.0,12.0,0.1585081585081585,0.4801864801864802,0.3613053613053613,0.5268065268065268,0.3939393939393939,0.16083916083916083,0.35664335664335667,0.4358974358974359,0.6806526806526807,0.7785547785547785,0.317016317016317,0.27505827505827507,0.08857808857808858,No
PRV51696,9,81.11111111111111,300,730,0.0,,4.333333333333333,12.0,12.0,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.2222222222222222,No
PRV51697,63,342.85714285714283,2300,21600,6.031746031746032,,4.698412698412699,12.0,12.0,0.23809523809523808,0.47619047619047616,0.3333333333333333,0.5873015873015873,0.49206349206349204,0.30158730158730157,0.2857142857142857,0.4126984126984127,0.7619047619047619,0.7619047619047619,0.25396825396825395,0.42857142857142855,0.07936507936507936,No
PRV51698,13,146.92307692307693,700,1910,0.0,,4.461538461538462,12.0,12.0,0.3076923076923077,0.46153846153846156,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.6923076923076923,0.46153846153846156,0.3076923076923077,0.07692307692307693,No
PRV51699,209,257.2248803827751,3300,53760,4.880382775119617,,4.110047846889952,12.0,11.91866028708134,0.12440191387559808,0.41626794258373206,0.3588516746411483,0.5502392344497608,0.32057416267942584,0.15789473684210525,0.3014354066985646,0.4449760765550239,0.6650717703349283,0.7942583732057417,0.22966507177033493,0.2535885167464115,0.03349282296650718,No
PRV51702,10,323.0,2300,3230,8.0,,4.5,10.8,12.0,0.2,0.4,0.5,0.5,0.3,0.2,0.2,0.5,0.7,0.8,0.5,0.1,0.2,No
PRV51703,2,40.0,60,80,0.0,,4.0,12.0,12.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,No
PRV51704,1,600.0,600,600,0.0,,6.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,No
PRV51705,1,400.0,400,400,0.0,,4.0,12.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,No
PRV51706,2,165.0,300,330,0.0,,4.5,12.0,12.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,No
PRV51707,12,22.5,40,270,3.3333333333333335,,5.083333333333333,12.0,12.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.6666666666666666,1.0,0.4166666666666667,0.3333333333333333,0.08333333333333333,No
PRV51708,4,102.5,200,410,12.5,,4.75,12.0,12.0,0.0,0.25,0.5,1.0,0.25,0.25,0.75,0.5,0.75,0.25,0.25,0.25,0.0,No
PRV51709,10,161.0,1000,1610,0.0,,3.8,12.0,12.0,0.0,0.2,0.2,0.7,0.2,0.2,0.1,0.2,0.7,0.8,0.2,0.5,0.0,No
PRV51710,17,7122.35294117647,37000,121080,884.2352941176471,4.071428571428571,6.0588235294117645,12.0,12.0,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.8235294117647058,0.5882352941176471,0.11764705882352941,0.47058823529411764,0.5882352941176471,0.8235294117647058,0.9411764705882353,0.6470588235294118,0.35294117647058826,0.23529411764705882,No
PRV51711,1,4000.0,4000,4000,1068.0,3.0,2.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
PRV51712,3,286.6666666666667,800,860,0.0,,2.6666666666666665,12.0,12.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,No
PRV51713,13,106.15384615384616,500,1380,3.8461538461538463,,4.153846153846154,12.0,12.0,0.38461538461538464,0.23076923076923078,0.3076923076923077,0.6153846153846154,0.5384615384615384,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.5384615384615384,0.6153846153846154,0.38461538461538464,0.38461538461538464,0.07692307692307693,No
PRV51715,12,5611.666666666667,38000,67340,267.0,5.333333333333333,3.8333333333333335,11.0,12.0,0.16666666666666666,0.5833333333333334,0.16666666666666666,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.75,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.08333333333333333,No
PRV51716,82,280.8536585365854,2100,23030,1.3414634146341464,,4.560975609756097,12.0,12.0,0.24390243902439024,0.4146341463414634,0.3780487804878049,0.5365853658536586,0.5,0.15853658536585366,0.3048780487804878,0.43902439024390244,0.7439024390243902,0.6951219512195121,0.36585365853658536,0.3048780487804878,0.13414634146341464,No
PRV51718,8,271.25,1000,2170,0.0,,3.5,12.0,12.0,0.25,0.5,0.25,0.25,0.25,0.0,0.375,0.5,0.625,0.75,0.25,0.25,0.0,No
PRV51719,4,1185.0,2400,4740,0.0,,3.5,12.0,12.0,0.25,0.25,0.5,0.75,0.25,0.0,0.25,0.25,0.5,0.75,0.25,0.0,0.0,No
PRV51720,4,180.0,400,720,0.0,,6.5,12.0,12.0,0.25,0.25,0.5,0.75,0.5,0.5,0.75,0.25,1.0,0.75,0.75,0.5,0.25,No
PRV51721,5,136.0,200,680,0.0,,4.6,12.0,12.0,0.4,0.6,0.2,0.8,0.4,0.0,0.0,0.4,0.6,0.8,0.6,0.6,0.2,No
PRV51722,1,30.0,30,30,0.0,,1.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
PRV51723,16,333.75,3300,5340,6.25,,3.9375,11.25,12.0,0.125,0.5,0.5,0.4375,0.3125,0.0625,0.125,0.0625,0.75,0.6875,0.5,0.4375,0.0625,No
PRV51724,6,413.3333333333333,1400,2480,0.0,,5.5,12.0,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,1.0,0.8333333333333334,0.5,0.0,No
PRV51725,4,47.5,70,190,20.0,,2.75,12.0,12.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.5,0.75,0.5,0.25,0.25,0.0,No
PRV51726,21,323.3333333333333,2900,6790,0.0,,4.0,12.0,12.0,0.14285714285714285,0.3333333333333333,0.23809523809523808,0.5714285714285714,0.47619047619047616,0.09523809523809523,0.2857142857142857,0.38095238095238093,0.7619047619047619,0.7142857142857143,0.19047619047619047,0.19047619047619047,0.09523809523809523,No
PRV51727,3,650.0,1000,1950,0.0,,4.666666666666667,12.0,12.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,No
PRV51729,19,196.8421052631579,800,3740,0.0,,4.473684210526316,12.0,12.0,0.21052631578947367,0.47368421052631576,0.15789473684210525,0.6842105263157895,0.47368421052631576,0.10526315789473684,0.3684210526315789,0.5263157894736842,0.6842105263157895,0.7894736842105263,0.3684210526315789,0.21052631578947367,0.10526315789473684,No
PRV51731,38,229.47368421052633,2200,8720,6.052631578947368,,5.052631578947368,11.842105263157896,12.0,0.23684210526315788,0.5526315789473685,0.5,0.6052631578947368,0.5,0.13157894736842105,0.3157894736842105,0.5789473684210527,0.8421052631578947,0.7631578947368421,0.3684210526315789,0.42105263157894735,0.02631578947368421,No
PRV51732,12,580.0,3300,6960,5.0,,3.3333333333333335,12.0,12.0,0.16666666666666666,0.5,0.08333333333333333,0.5,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.3333333333333333,0.08333333333333333,No
PRV51733,2,35.0,60,70,0.0,,5.0,12.0,12.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,No
PRV51734,20,395.0,2500,7900,1.5,,4.1,12.0,12.0,0.1,0.35,0.45,0.4,0.3,0.15,0.2,0.3,0.7,0.85,0.35,0.3,0.1,No
PRV51735,4,87.5,200,350,0.0,,6.25,12.0,12.0,0.25,0.25,1.0,0.75,0.5,0.0,0.75,1.0,1.0,0.75,0.0,0.5,0.0,No
PRV51736,21,267.6190476190476,1600,5620,0.0,,4.9523809523809526,12.0,12.0,0.3333333333333333,0.2857142857142857,0.38095238095238093,0.6190476190476191,0.47619047619047616,0.23809523809523808,0.3333333333333333,0.47619047619047616,0.8571428571428571,0.7619047619047619,0.42857142857142855,0.2857142857142857,0.09523809523809523,No
PRV51737,152,330.92105263157896,3300,50300,2.5,,4.4605263157894735,11.921052631578947,12.0,0.21710526315789475,0.3618421052631579,0.3223684210526316,0.5986842105263158,0.39473684210526316,0.11842105263157894,0.21052631578947367,0.4276315789473684,0.7105263157894737,0.8289473684210527,0.3881578947368421,0.3815789473684211,0.07894736842105263,No
PRV51738,16,53.125,100,850,0.0,,3.0,12.0,12.0,0.0625,0.375,0.375,0.3125,0.0625,0.125,0.0625,0.375,0.5,0.6875,0.1875,0.3125,0.0,No
PRV51739,74,185.13513513513513,1300,13700,1.4864864864864864,,4.648648648648648,12.0,12.0,0.10810810810810811,0.44594594594594594,0.4864864864864865,0.6351351351351351,0.4594594594594595,0.10810810810810811,0.3108108108108108,0.40540540540540543,0.6891891891891891,0.7567567567567568,0.4189189189189189,0.2972972972972973,0.08108108108108109,No
PRV51740,57,245.78947368421052,2800,14010,6.140350877192983,,4.12280701754386,12.0,11.789473684210526,0.14035087719298245,0.47368421052631576,0.3333333333333333,0.40350877192982454,0.3508771929824561,0.10526315789473684,0.2982456140350877,0.43859649122807015,0.7543859649122807,0.7719298245614035,0.21052631578947367,0.38596491228070173,0.07017543859649122,No
PRV51741,35,148.28571428571428,800,5190,0.0,,4.3428571428571425,12.0,12.0,0.17142857142857143,0.34285714285714286,0.2857142857142857,0.4857142857142857,0.42857142857142855,0.17142857142857143,0.2571428571428571,0.5142857142857142,0.7142857142857143,0.7142857142857143,0.3142857142857143,0.37142857142857144,0.08571428571428572,No
PRV51742,13,217.69230769230768,1900,2830,3.8461538461538463,,4.923076923076923,12.0,12.0,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.5384615384615384,0.46153846153846156,0.07692307692307693,0.46153846153846156,0.5384615384615384,0.6923076923076923,0.7692307692307693,0.46153846153846156,0.38461538461538464,0.23076923076923078,No
PRV51743,118,248.98305084745763,3300,29380,3.305084745762712,,4.228813559322034,12.0,11.983050847457626,0.19491525423728814,0.5254237288135594,0.4406779661016949,0.5169491525423728,0.3728813559322034,0.11864406779661017,0.2796610169491525,0.3813559322033898,0.635593220338983,0.7711864406779662,0.3813559322033898,0.2627118644067797,0.06779661016949153,No
PRV51744,5,132.0,300,660,0.0,,3.8,12.0,12.0,0.0,0.6,0.2,0.6,0.4,0.2,0.2,0.4,0.6,0.8,0.0,0.4,0.0,No
PRV51745,13,176.15384615384616,800,2290,15.384615384615385,,3.4615384615384617,12.0,12.0,0.23076923076923078,0.5384615384615384,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.46153846153846156,0.6153846153846154,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.0,No
PRV51746,26,403.46153846153845,3100,10490,0.0,,4.115384615384615,12.0,11.884615384615385,0.11538461538461539,0.4230769230769231,0.46153846153846156,0.5769230769230769,0.2692307692307692,0.19230769230769232,0.19230769230769232,0.4230769230769231,0.7307692307692307,0.6153846153846154,0.3076923076923077,0.2692307692307692,0.07692307692307693,No
PRV51747,4,375.0,500,1500,0.0,,5.0,12.0,12.0,0.5,0.75,0.75,0.25,0.5,0.25,0.5,0.5,0.75,1.0,0.25,0.0,0.25,No
PRV51748,18,447.77777777777777,3300,8060,0.0,,5.0,11.333333333333334,12.0,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.7777777777777778,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.5555555555555556,0.7777777777777778,0.8333333333333334,0.2222222222222222,0.2222222222222222,0.16666666666666666,No
PRV51749,6,463.3333333333333,2200,2780,13.333333333333334,,4.333333333333333,12.0,12.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.5,0.8333333333333334,0.8333333333333334,0.5,0.0,0.0,No
PRV51750,3,533.3333333333334,1100,1600,26.666666666666668,,3.3333333333333335,8.0,12.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,No
PRV51751,2,450.0,500,900,0.0,,3.0,12.0,12.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,No
PRV51752,87,376.32183908045977,3300,32740,1.7241379310344827,,4.528735632183908,12.0,12.0,0.26436781609195403,0.3218390804597701,0.367816091954023,0.6091954022988506,0.40229885057471265,0.10344827586206896,0.3103448275862069,0.4942528735632184,0.7241379310344828,0.7816091954022989,0.3563218390804598,0.28735632183908044,0.09195402298850575,No
PRV51753,4,302.5,700,1210,0.0,,3.5,12.0,12.0,0.25,0.25,0.25,0.75,0.25,0.0,0.25,0.25,0.5,0.75,0.25,0.25,0.0,No
PRV51754,9,235.55555555555554,1000,2120,0.0,,3.7777777777777777,10.666666666666666,12.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,No
PRV51755,6,98.33333333333333,200,590,0.0,,5.166666666666667,12.0,12.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.0,No
PRV51758,7,130.0,300,910,0.0,,4.714285714285714,12.0,12.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,No
PRV51759,13,83.84615384615384,200,1090,0.0,,5.0,11.076923076923077,11.846153846153847,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.07692307692307693,0.38461538461538464,0.46153846153846156,0.6923076923076923,0.7692307692307693,0.3076923076923077,0.23076923076923078,0.15384615384615385,No
PRV51761,11,170.0,600,1870,0.0,,4.454545454545454,12.0,12.0,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.5454545454545454,0.9090909090909091,0.6363636363636364,0.45454545454545453,0.2727272727272727,0.0,No
PRV51762,14,221.42857142857142,1800,3100,0.0,,4.285714285714286,12.0,12.0,0.21428571428571427,0.42857142857142855,0.2857142857142857,0.5,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.6428571428571429,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.0,No
PRV51763,11,360.0,2300,3960,0.0,,4.0,12.0,12.0,0.0,0.45454545454545453,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.18181818181818182,No
PRV51764,33,183.63636363636363,1500,6060,3.0303030303030303,,4.363636363636363,12.0,11.818181818181818,0.18181818181818182,0.42424242424242425,0.36363636363636365,0.6060606060606061,0.3939393939393939,0.2727272727272727,0.21212121212121213,0.36363636363636365,0.7575757575757576,0.7878787878787878,0.24242424242424243,0.3333333333333333,0.030303030303030304,No
PRV51765,14,205.0,1700,2870,0.0,,3.7857142857142856,12.0,11.142857142857142,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.35714285714285715,0.0,0.21428571428571427,0.2857142857142857,0.7857142857142857,0.7142857142857143,0.21428571428571427,0.2857142857142857,0.07142857142857142,No
PRV51766,23,99.56521739130434,500,2290,0.0,,4.0,12.0,12.0,0.043478260869565216,0.34782608695652173,0.4782608695652174,0.5652173913043478,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.391304347826087,0.782608695652174,0.7391304347826086,0.21739130434782608,0.2608695652173913,0.08695652173913043,No
PRV51767,12,338.3333333333333,2870,4060,16.666666666666668,,3.9166666666666665,12.0,12.0,0.25,0.3333333333333333,0.25,0.5,0.25,0.16666666666666666,0.25,0.4166666666666667,0.8333333333333334,0.75,0.08333333333333333,0.3333333333333333,0.08333333333333333,No
PRV51769,15,320.0,3000,4800,0.0,,4.733333333333333,12.0,12.0,0.06666666666666667,0.5333333333333333,0.2,0.6666666666666666,0.4666666666666667,0.2,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.8,0.3333333333333333,0.4666666666666667,0.06666666666666667,No
PRV51770,15,454.6666666666667,3300,6820,8.666666666666666,,3.7333333333333334,12.0,12.0,0.2,0.5333333333333333,0.26666666666666666,0.6,0.3333333333333333,0.2,0.06666666666666667,0.2,0.6,0.8,0.3333333333333333,0.2,0.13333333333333333,No
PRV51771,40,213.25,2300,8530,1.5,,3.525,11.7,12.0,0.175,0.325,0.325,0.475,0.325,0.1,0.325,0.375,0.575,0.625,0.2,0.15,0.05,No
PRV51773,5,152.0,400,760,0.0,,5.2,12.0,12.0,0.0,0.6,0.2,0.4,0.2,0.2,0.4,1.0,0.8,0.8,0.6,0.2,0.4,No
